n,precision,salt,estimator,result,abs_error,rel_error,server_elapsed_s,wall_s
10000000000,17,5,uniqCombined64(17),9966880807,-33119193,-3.311919e-03,74.277,74.281
10000000000,18,0,uniqCombined64(18),9997368346,-2631654,-2.631654e-04,61.714,61.719
10000000000,18,1,uniqCombined64(18),9982652273,-17347727,-1.734773e-03,73.983,73.984
10000000000,18,2,uniqCombined64(18),10028421017,28421017,2.842102e-03,73.292,73.281
10000000000,18,3,uniqCombined64(18),10047863800,47863800,4.786380e-03,78.782,78.782
10000000000,18,4,uniqCombined64(18),9996240242,-3759758,-3.759758e-04,74.635,74.64
10000000000,18,5,uniqCombined64(18),9975360591,-24639409,-2.463941e-03,75.178,75.188
10000000000,19,0,uniqCombined64(19),9994103645,-5896355,-5.896355e-04,62.458,62.453
10000000000,19,1,uniqCombined64(19),9966366224,-33633776,-3.363378e-03,77.019,77.015
10000000000,19,2,uniqCombined64(19),10005146929,5146929,5.146929e-04,80.217,80.219
10000000000,19,3,uniqCombined64(19),10027743375,27743375,2.774338e-03,76.3,76.297
10000000000,19,4,uniqCombined64(19),9978173865,-21826135,-2.182614e-03,77.169,77.172
10000000000,19,5,uniqCombined64(19),10005312852,5312852,5.312852e-04,79.773,79.781
10000000000,20,0,uniqCombined64(20),10011355895,11355895,1.135589e-03,66.956,66.953
10000000000,20,1,uniqCombined64(20),9973772100,-26227900,-2.622790e-03,79.957,79.953
10000000000,20,2,uniqCombined64(20),9990724766,-9275234,-9.275234e-04,82.938,82.938
10000000000,20,3,uniqCombined64(20),10009042263,9042263,9.042263e-04,82.444,82.437
10000000000,20,4,uniqCombined64(20),9996696169,-3303831,-3.303831e-04,80.17,80.172
10000000000,20,5,uniqCombined64(20),9991011597,-8988403,-8.988403e-04,85.882,85.891
