experiment,n,salt,estimator,result,abs_error,rel_error,server_elapsed_s,wall_s,attempts
B_salted,1000000,24,uniqCombined64,999317,-683,-6.830000e-04,0.105,0.11,1
B_salted,1000000,25,uniqCombined64,998042,-1958,-1.958000e-03,0.109,0.109,1
B_salted,1000000,26,uniqCombined64,997135,-2865,-2.865000e-03,0.106,0.109,1
B_salted,1000000,27,uniqCombined64,1002854,2854,2.854000e-03,0.108,0.094,1
B_salted,1000000,28,uniqCombined64,1000974,974,9.740000e-04,0.11,0.109,1
B_salted,1000000,29,uniqCombined64,1001903,1903,1.903000e-03,0.106,0.094,1
B_salted,1000000,30,uniqCombined64,1001807,1807,1.807000e-03,0.106,0.109,1
B_salted,1000000,31,uniqCombined64,1000304,304,3.040000e-04,0.109,0.11,1
B_salted,1000000,32,uniqCombined64,1007556,7556,7.556000e-03,0.107,0.109,1
B_salted,1000000,33,uniqCombined64,998068,-1932,-1.932000e-03,0.104,0.109,1
B_salted,1000000,34,uniqCombined64,999112,-888,-8.880000e-04,0.106,0.11,1
B_salted,1000000,35,uniqCombined64,1000952,952,9.520000e-04,0.107,0.094,1
B_salted,1000000,36,uniqCombined64,997476,-2524,-2.524000e-03,0.105,0.109,1
B_salted,1000000,37,uniqCombined64,1000809,809,8.090000e-04,0.105,0.109,1
B_salted,1000000,38,uniqCombined64,1001189,1189,1.189000e-03,0.107,0.11,1
B_salted,1000000,39,uniqCombined64,1001976,1976,1.976000e-03,0.106,0.093,1
B_salted,1000000,40,uniqCombined64,1004750,4750,4.750000e-03,0.107,0.11,1
B_salted,1000000,41,uniqCombined64,998488,-1512,-1.512000e-03,0.105,0.109,1
B_salted,1000000,42,uniqCombined64,1000812,812,8.120000e-04,0.107,0.11,1
B_salted,1000000,43,uniqCombined64,1000125,125,1.250000e-04,0.109,0.109,1
B_salted,1000000,44,uniqCombined64,1000897,897,8.970000e-04,0.229,0.234,1
B_salted,1000000,45,uniqCombined64,1002627,2627,2.627000e-03,0.106,0.094,1
B_salted,1000000,46,uniqCombined64,1000961,961,9.610000e-04,0.107,0.109,1
B_salted,1000000,47,uniqCombined64,995330,-4670,-4.670000e-03,0.106,0.11,1
B_salted,1000000,48,uniqCombined64,1001063,1063,1.063000e-03,0.108,0.109,1
B_salted,1000000,49,uniqCombined64,999928,-72,-7.200000e-05,0.105,0.11,1
B_salted,1000000,50,uniqCombined64,1004549,4549,4.549000e-03,0.107,0.109,1
B_salted,1000000,51,uniqCombined64,999957,-43,-4.300000e-05,0.109,0.109,1
B_salted,1000000,52,uniqCombined64,1005409,5409,5.409000e-03,0.111,0.11,1
B_salted,1000000,53,uniqCombined64,997168,-2832,-2.832000e-03,0.107,0.109,1
B_salted,1000000,54,uniqCombined64,1001329,1329,1.329000e-03,0.107,0.109,1
B_salted,1000000,55,uniqCombined64,1000319,319,3.190000e-04,0.108,0.094,1
B_salted,1000000,56,uniqCombined64,998435,-1565,-1.565000e-03,0.108,0.11,1
B_salted,1000000,57,uniqCombined64,998993,-1007,-1.007000e-03,0.106,0.109,1
B_salted,1000000,58,uniqCombined64,1003232,3232,3.232000e-03,0.106,0.109,1
B_salted,1000000,59,uniqCombined64,1001793,1793,1.793000e-03,0.11,0.11,1
B_salted,1000000,60,uniqCombined64,998562,-1438,-1.438000e-03,0.114,0.109,1
B_salted,1000000,61,uniqCombined64,1001687,1687,1.687000e-03,0.11,0.109,1
B_salted,1000000,62,uniqCombined64,998957,-1043,-1.043000e-03,0.11,0.11,1
B_salted,1000000,63,uniqCombined64,996864,-3136,-3.136000e-03,0.111,0.109,1
B_salted,1000000,64,uniqCombined64,998970,-1030,-1.030000e-03,0.108,0.094,1
B_salted,1000000,65,uniqCombined64,1001950,1950,1.950000e-03,0.111,0.125,1
B_salted,1000000,66,uniqCombined64,999095,-905,-9.050000e-04,0.122,0.109,1
B_salted,1000000,67,uniqCombined64,998644,-1356,-1.356000e-03,0.111,0.109,1
B_salted,1000000,68,uniqCombined64,996092,-3908,-3.908000e-03,0.106,0.094,1
B_salted,1000000,69,uniqCombined64,1000649,649,6.490000e-04,0.104,0.109,1
B_salted,1000000,70,uniqCombined64,998280,-1720,-1.720000e-03,0.106,0.109,1
B_salted,1000000,71,uniqCombined64,1000012,12,1.200000e-05,0.112,0.11,1
B_salted,1000000,72,uniqCombined64,1005522,5522,5.522000e-03,0.105,0.109,1
B_salted,1000000,73,uniqCombined64,1000941,941,9.410000e-04,0.106,0.11,1
B_salted,1000000,74,uniqCombined64,998696,-1304,-1.304000e-03,0.106,0.093,1
B_salted,1000000,75,uniqCombined64,995360,-4640,-4.640000e-03,0.107,0.11,1
B_salted,1000000,76,uniqCombined64,993941,-6059,-6.059000e-03,0.107,0.109,1
B_salted,1000000,77,uniqCombined64,997263,-2737,-2.737000e-03,0.107,0.109,1
B_salted,1000000,78,uniqCombined64,1002990,2990,2.990000e-03,0.106,0.11,1
B_salted,1000000,79,uniqCombined64,999639,-361,-3.610000e-04,0.106,0.109,1
B_salted,1000000,80,uniqCombined64,1000196,196,1.960000e-04,0.111,0.11,1
B_salted,1000000,81,uniqCombined64,998740,-1260,-1.260000e-03,0.113,0.109,1
B_salted,1000000,82,uniqCombined64,1002103,2103,2.103000e-03,0.113,0.109,1
B_salted,1000000,83,uniqCombined64,995591,-4409,-4.409000e-03,0.11,0.11,1
B_salted,1000000,84,uniqCombined64,1001199,1199,1.199000e-03,0.108,0.109,1
B_salted,1000000,85,uniqCombined64,995517,-4483,-4.483000e-03,0.107,0.109,1
B_salted,1000000,86,uniqCombined64,995470,-4530,-4.530000e-03,0.106,0.11,1
B_salted,1000000,87,uniqCombined64,998321,-1679,-1.679000e-03,0.106,0.094,1
B_salted,1000000,88,uniqCombined64,1004010,4010,4.010000e-03,0.111,0.125,1
B_salted,1000000,89,uniqCombined64,999677,-323,-3.230000e-04,0.114,0.109,1
B_salted,1000000,90,uniqCombined64,998052,-1948,-1.948000e-03,0.111,0.109,1
B_salted,1000000,91,uniqCombined64,1002686,2686,2.686000e-03,0.115,0.11,1
B_salted,1000000,92,uniqCombined64,999415,-585,-5.850000e-04,0.106,0.109,1
B_salted,1000000,93,uniqCombined64,1001317,1317,1.317000e-03,0.109,0.109,1
B_salted,1000000,94,uniqCombined64,1002278,2278,2.278000e-03,0.106,0.11,1
B_salted,1000000,95,uniqCombined64,1006527,6527,6.527000e-03,0.11,0.109,1
B_salted,1000000,96,uniqCombined64,998147,-1853,-1.853000e-03,0.108,0.11,1
B_salted,1000000,97,uniqCombined64,998297,-1703,-1.703000e-03,0.116,0.109,1
B_salted,1000000,98,uniqCombined64,1001325,1325,1.325000e-03,0.115,0.125,1
B_salted,1000000,99,uniqCombined64,996773,-3227,-3.227000e-03,0.113,0.109,1
B_salted,1000000,100,uniqCombined64,1003613,3613,3.613000e-03,0.109,0.11,1
B_salted,10000000,1,uniqCombined64,9985701,-14299,-1.429900e-03,0.2,0.203,1
B_salted,10000000,2,uniqCombined64,10048863,48863,4.886300e-03,0.211,0.203,1
B_salted,10000000,3,uniqCombined64,9960982,-39018,-3.901800e-03,0.198,0.203,1
B_salted,10000000,4,uniqCombined64,10014832,14832,1.483200e-03,0.197,0.188,1
B_salted,10000000,5,uniqCombined64,9984653,-15347,-1.534700e-03,0.194,0.203,1
B_salted,10000000,6,uniqCombined64,10015758,15758,1.575800e-03,0.198,0.203,1
B_salted,10000000,7,uniqCombined64,9978929,-21071,-2.107100e-03,0.204,0.203,1
B_salted,10000000,8,uniqCombined64,10013163,13163,1.316300e-03,0.206,0.203,1
B_salted,10000000,9,uniqCombined64,9979840,-20160,-2.016000e-03,0.201,0.203,1
B_salted,10000000,10,uniqCombined64,10037806,37806,3.780600e-03,0.204,0.203,1
B_salted,10000000,11,uniqCombined64,10006785,6785,6.785000e-04,0.2,0.203,1
B_salted,10000000,12,uniqCombined64,10005103,5103,5.103000e-04,0.203,0.204,1
B_salted,10000000,13,uniqCombined64,9962406,-37594,-3.759400e-03,0.194,0.187,1
B_salted,10000000,14,uniqCombined64,10055151,55151,5.515100e-03,0.175,0.172,1
B_salted,10000000,15,uniqCombined64,9958321,-41679,-4.167900e-03,0.188,0.187,1
B_salted,10000000,16,uniqCombined64,9970307,-29693,-2.969300e-03,0.175,0.172,1
B_salted,10000000,17,uniqCombined64,10026498,26498,2.649800e-03,0.173,0.188,1
B_salted,10000000,18,uniqCombined64,10033277,33277,3.327700e-03,0.175,0.172,1
B_salted,10000000,19,uniqCombined64,10014422,14422,1.442200e-03,0.181,0.172,1
B_salted,10000000,20,uniqCombined64,9996506,-3494,-3.494000e-04,0.191,0.203,1
B_salted,10000000,21,uniqCombined64,9996615,-3385,-3.385000e-04,0.177,0.172,1
B_salted,10000000,22,uniqCombined64,10004284,4284,4.284000e-04,0.176,0.171,1
B_salted,10000000,23,uniqCombined64,10035992,35992,3.599200e-03,0.174,0.172,1
B_salted,10000000,24,uniqCombined64,9986629,-13371,-1.337100e-03,0.178,0.188,1
B_salted,10000000,25,uniqCombined64,10005444,5444,5.444000e-04,0.192,0.187,1
B_salted,10000000,26,uniqCombined64,9993810,-6190,-6.190000e-04,0.196,0.203,1
B_salted,10000000,27,uniqCombined64,9981195,-18805,-1.880500e-03,0.2,0.188,1
B_salted,10000000,28,uniqCombined64,10003744,3744,3.744000e-04,0.221,0.234,1
B_salted,10000000,29,uniqCombined64,10027569,27569,2.756900e-03,0.193,0.188,1
B_salted,10000000,30,uniqCombined64,10006227,6227,6.227000e-04,0.203,0.203,1
B_salted,10000000,31,uniqCombined64,9923602,-76398,-7.639800e-03,0.199,0.203,1
B_salted,10000000,32,uniqCombined64,10018078,18078,1.807800e-03,0.195,0.188,1
B_salted,10000000,33,uniqCombined64,9986374,-13626,-1.362600e-03,0.191,0.187,1
B_salted,10000000,34,uniqCombined64,9979059,-20941,-2.094100e-03,0.206,0.219,1
B_salted,10000000,35,uniqCombined64,10057969,57969,5.796900e-03,0.197,0.187,1
B_salted,10000000,36,uniqCombined64,10030188,30188,3.018800e-03,0.2,0.203,1
B_salted,10000000,37,uniqCombined64,9979503,-20497,-2.049700e-03,0.22,0.219,1
B_salted,10000000,38,uniqCombined64,9988821,-11179,-1.117900e-03,0.199,0.203,1
B_salted,10000000,39,uniqCombined64,10070198,70198,7.019800e-03,0.218,0.219,1
B_salted,10000000,40,uniqCombined64,10010428,10428,1.042800e-03,0.205,0.203,1
B_salted,10000000,41,uniqCombined64,10008946,8946,8.946000e-04,0.2,0.203,1
B_salted,10000000,42,uniqCombined64,9983000,-17000,-1.700000e-03,0.216,0.219,1
B_salted,10000000,43,uniqCombined64,9982460,-17540,-1.754000e-03,0.2,0.188,1
B_salted,10000000,44,uniqCombined64,9973248,-26752,-2.675200e-03,0.202,0.203,1
B_salted,10000000,45,uniqCombined64,9997272,-2728,-2.728000e-04,0.221,0.218,1
B_salted,10000000,46,uniqCombined64,9974833,-25167,-2.516700e-03,0.274,0.282,1
B_salted,10000000,47,uniqCombined64,9948101,-51899,-5.189900e-03,0.198,0.203,1
B_salted,10000000,48,uniqCombined64,10078996,78996,7.899600e-03,0.2,0.187,1
B_salted,10000000,49,uniqCombined64,9976015,-23985,-2.398500e-03,0.207,0.219,1
B_salted,10000000,50,uniqCombined64,10021079,21079,2.107900e-03,0.197,0.188,1
B_salted,10000000,51,uniqCombined64,10013538,13538,1.353800e-03,0.205,0.203,1
B_salted,10000000,52,uniqCombined64,9972886,-27114,-2.711400e-03,0.203,0.203,1
B_salted,10000000,53,uniqCombined64,10006715,6715,6.715000e-04,0.211,0.219,1
B_salted,10000000,54,uniqCombined64,10004825,4825,4.825000e-04,0.235,0.234,1
B_salted,10000000,55,uniqCombined64,10022222,22222,2.222200e-03,0.203,0.203,1
B_salted,10000000,56,uniqCombined64,10007003,7003,7.003000e-04,0.188,0.188,1
B_salted,10000000,57,uniqCombined64,10024452,24452,2.445200e-03,0.178,0.187,1
B_salted,10000000,58,uniqCombined64,10007460,7460,7.460000e-04,0.206,0.203,1
B_salted,10000000,59,uniqCombined64,10011812,11812,1.181200e-03,0.204,0.203,1
B_salted,10000000,60,uniqCombined64,9969767,-30233,-3.023300e-03,0.214,0.219,1
B_salted,10000000,61,uniqCombined64,9971397,-28603,-2.860300e-03,0.185,0.172,1
B_salted,10000000,62,uniqCombined64,9999600,-400,-4.000000e-05,0.188,0.187,1
B_salted,10000000,63,uniqCombined64,9989895,-10105,-1.010500e-03,0.205,0.219,1
B_salted,10000000,64,uniqCombined64,10052524,52524,5.252400e-03,0.199,0.188,1
B_salted,10000000,65,uniqCombined64,9986558,-13442,-1.344200e-03,0.208,0.218,1
B_salted,10000000,66,uniqCombined64,9981121,-18879,-1.887900e-03,0.19,0.188,1
B_salted,10000000,67,uniqCombined64,10009388,9388,9.388000e-04,0.228,0.219,1
B_salted,10000000,68,uniqCombined64,9986974,-13026,-1.302600e-03,0.185,0.187,1
B_salted,10000000,69,uniqCombined64,10009443,9443,9.443000e-04,0.206,0.203,1
B_salted,10000000,70,uniqCombined64,10040994,40994,4.099400e-03,0.193,0.203,1
B_salted,10000000,71,uniqCombined64,9991065,-8935,-8.935000e-04,0.196,0.188,1
B_salted,10000000,72,uniqCombined64,9968977,-31023,-3.102300e-03,0.199,0.203,1
B_salted,10000000,73,uniqCombined64,10000691,691,6.910000e-05,0.204,0.203,1
B_salted,10000000,74,uniqCombined64,9991582,-8418,-8.418000e-04,0.192,0.188,1
B_salted,10000000,75,uniqCombined64,9951765,-48235,-4.823500e-03,0.186,0.187,1
B_salted,10000000,76,uniqCombined64,9955631,-44369,-4.436900e-03,0.171,0.172,1
B_salted,10000000,77,uniqCombined64,9996263,-3737,-3.737000e-04,0.175,0.188,1
B_salted,10000000,78,uniqCombined64,9975110,-24890,-2.489000e-03,0.173,0.171,1
B_salted,10000000,79,uniqCombined64,9949832,-50168,-5.016800e-03,0.177,0.172,1
B_salted,10000000,80,uniqCombined64,10041843,41843,4.184300e-03,0.174,0.172,1
B_salted,10000000,81,uniqCombined64,9989926,-10074,-1.007400e-03,0.17,0.172,1
B_salted,10000000,82,uniqCombined64,9994295,-5705,-5.705000e-04,0.177,0.172,1
B_salted,10000000,83,uniqCombined64,10034364,34364,3.436400e-03,0.185,0.187,1
B_salted,10000000,84,uniqCombined64,9967014,-32986,-3.298600e-03,0.171,0.172,1
B_salted,10000000,85,uniqCombined64,10022559,22559,2.255900e-03,0.182,0.188,1
B_salted,10000000,86,uniqCombined64,9983030,-16970,-1.697000e-03,0.172,0.172,1
B_salted,10000000,87,uniqCombined64,10052243,52243,5.224300e-03,0.196,0.187,1
B_salted,10000000,88,uniqCombined64,10035939,35939,3.593900e-03,0.174,0.188,1
B_salted,10000000,89,uniqCombined64,10032626,32626,3.262600e-03,0.204,0.203,1
B_salted,10000000,90,uniqCombined64,10002014,2014,2.014000e-04,0.19,0.187,1
B_salted,10000000,91,uniqCombined64,10031760,31760,3.176000e-03,0.19,0.188,1
B_salted,10000000,92,uniqCombined64,10009629,9629,9.629000e-04,0.172,0.172,1
B_salted,10000000,93,uniqCombined64,10046358,46358,4.635800e-03,0.179,0.172,1
B_salted,10000000,94,uniqCombined64,10037720,37720,3.772000e-03,0.172,0.171,1
B_salted,10000000,95,uniqCombined64,9949182,-50818,-5.081800e-03,0.172,0.172,1
B_salted,10000000,96,uniqCombined64,9964960,-35040,-3.504000e-03,0.185,0.188,1
B_salted,10000000,97,uniqCombined64,10006376,6376,6.376000e-04,0.173,0.172,1
B_salted,10000000,98,uniqCombined64,9959240,-40760,-4.076000e-03,0.171,0.172,1
B_salted,10000000,99,uniqCombined64,10010833,10833,1.083300e-03,0.172,0.171,1
B_salted,10000000,100,uniqCombined64,10016706,16706,1.670600e-03,0.172,0.172,1
B_salted,100000000,1,uniqCombined64,100216655,216655,2.166550e-03,0.851,0.86,1
B_salted,100000000,2,uniqCombined64,99770251,-229749,-2.297490e-03,0.804,0.797,1
B_salted,100000000,3,uniqCombined64,99616930,-383070,-3.830700e-03,0.774,0.781,1
B_salted,100000000,4,uniqCombined64,100052894,52894,5.289400e-04,0.769,0.765,1
B_salted,100000000,5,uniqCombined64,100235820,235820,2.358200e-03,0.765,0.766,1
B_salted,100000000,6,uniqCombined64,100062912,62912,6.291200e-04,0.828,0.828,1
B_salted,100000000,7,uniqCombined64,100104062,104062,1.040620e-03,0.79,0.797,1
B_salted,100000000,8,uniqCombined64,100158635,158635,1.586350e-03,0.792,0.781,1
B_salted,100000000,9,uniqCombined64,99917419,-82581,-8.258100e-04,0.839,0.844,1
B_salted,100000000,10,uniqCombined64,100069701,69701,6.970100e-04,0.798,0.797,1
B_salted,100000000,11,uniqCombined64,100075339,75339,7.533900e-04,0.78,0.781,1
B_salted,100000000,12,uniqCombined64,100098324,98324,9.832400e-04,0.758,0.75,1
B_salted,100000000,13,uniqCombined64,99813240,-186760,-1.867600e-03,0.776,0.781,1
B_salted,100000000,14,uniqCombined64,100158063,158063,1.580630e-03,0.81,0.813,1
B_salted,100000000,15,uniqCombined64,99442484,-557516,-5.575160e-03,0.798,0.797,1
B_salted,100000000,16,uniqCombined64,100175839,175839,1.758390e-03,0.811,0.812,1
B_salted,100000000,17,uniqCombined64,100089982,89982,8.998200e-04,0.777,0.782,1
B_salted,100000000,18,uniqCombined64,100319246,319246,3.192460e-03,0.785,0.781,1
B_salted,100000000,19,uniqCombined64,99895273,-104727,-1.047270e-03,0.792,0.797,1
B_salted,100000000,20,uniqCombined64,100194146,194146,1.941460e-03,0.862,0.859,1
B_salted,100000000,21,uniqCombined64,99577149,-422851,-4.228510e-03,0.805,0.797,1
B_salted,100000000,22,uniqCombined64,100175948,175948,1.759480e-03,0.799,0.797,1
B_salted,100000000,23,uniqCombined64,100065208,65208,6.520800e-04,0.785,0.797,1
B_salted,100000000,24,uniqCombined64,100208080,208080,2.080800e-03,0.765,0.765,1
B_salted,100000000,25,uniqCombined64,99669851,-330149,-3.301490e-03,0.818,0.813,1
B_salted,100000000,26,uniqCombined64,99713298,-286702,-2.867020e-03,0.775,0.781,1
B_salted,100000000,27,uniqCombined64,99343813,-656187,-6.561870e-03,0.799,0.797,1
B_salted,100000000,28,uniqCombined64,99709642,-290358,-2.903580e-03,0.782,0.781,1
B_salted,100000000,29,uniqCombined64,100100973,100973,1.009730e-03,0.784,0.781,1
B_salted,100000000,30,uniqCombined64,100091236,91236,9.123600e-04,0.809,0.813,1
B_salted,100000000,31,uniqCombined64,100095305,95305,9.530500e-04,0.824,0.828,1
B_salted,100000000,32,uniqCombined64,100070903,70903,7.090300e-04,0.797,0.797,1
B_salted,100000000,33,uniqCombined64,99533442,-466558,-4.665580e-03,0.806,0.797,1
B_salted,100000000,34,uniqCombined64,99967236,-32764,-3.276400e-04,0.824,0.828,1
B_salted,100000000,35,uniqCombined64,99996420,-3580,-3.580000e-05,0.787,0.781,1
B_salted,100000000,36,uniqCombined64,100207837,207837,2.078370e-03,0.832,0.844,1
B_salted,100000000,37,uniqCombined64,100193916,193916,1.939160e-03,0.787,0.781,1
B_salted,100000000,38,uniqCombined64,100427225,427225,4.272250e-03,0.804,0.797,1
B_salted,100000000,39,uniqCombined64,100541986,541986,5.419860e-03,0.803,0.813,1
B_salted,100000000,40,uniqCombined64,100073939,73939,7.393900e-04,0.794,0.796,1
B_salted,100000000,41,uniqCombined64,100265551,265551,2.655510e-03,0.785,0.782,1
B_salted,100000000,42,uniqCombined64,99747115,-252885,-2.528850e-03,0.784,0.781,1
B_salted,100000000,43,uniqCombined64,100339360,339360,3.393600e-03,0.788,0.781,1
B_salted,100000000,44,uniqCombined64,100360661,360661,3.606610e-03,0.82,0.828,1
B_salted,100000000,45,uniqCombined64,99912420,-87580,-8.758000e-04,0.816,0.813,1
B_salted,100000000,46,uniqCombined64,99636166,-363834,-3.638340e-03,0.992,1.0,1
B_salted,100000000,47,uniqCombined64,99857467,-142533,-1.425330e-03,0.935,0.922,1
B_salted,100000000,48,uniqCombined64,99916245,-83755,-8.375500e-04,0.862,0.875,1
B_salted,100000000,49,uniqCombined64,100129656,129656,1.296560e-03,0.951,0.953,1
B_salted,100000000,50,uniqCombined64,100131514,131514,1.315140e-03,1.026,1.015,1
B_salted,100000000,51,uniqCombined64,99929516,-70484,-7.048400e-04,1.035,1.047,1
B_salted,100000000,52,uniqCombined64,99735822,-264178,-2.641780e-03,0.977,0.969,1
B_salted,100000000,53,uniqCombined64,99601993,-398007,-3.980070e-03,0.809,0.813,1
B_salted,100000000,54,uniqCombined64,100017004,17004,1.700400e-04,0.802,0.796,1
B_salted,100000000,55,uniqCombined64,100044370,44370,4.437000e-04,0.832,0.829,1
B_salted,100000000,56,uniqCombined64,100305828,305828,3.058280e-03,1.051,1.062,1
B_salted,100000000,57,uniqCombined64,100157533,157533,1.575330e-03,1.076,1.078,1
B_salted,100000000,58,uniqCombined64,99757734,-242266,-2.422660e-03,1.031,1.031,1
B_salted,100000000,59,uniqCombined64,100330846,330846,3.308460e-03,1.074,1.063,1
B_salted,100000000,60,uniqCombined64,100590618,590618,5.906180e-03,1.034,1.031,1
B_salted,100000000,61,uniqCombined64,99378687,-621313,-6.213130e-03,1.043,1.047,1
B_salted,100000000,62,uniqCombined64,99890057,-109943,-1.099430e-03,1.027,1.031,1
B_salted,100000000,63,uniqCombined64,100306027,306027,3.060270e-03,1.025,1.032,1
B_salted,100000000,64,uniqCombined64,100106712,106712,1.067120e-03,1.073,1.062,1
B_salted,100000000,65,uniqCombined64,99629433,-370567,-3.705670e-03,1.026,1.031,1
B_salted,100000000,66,uniqCombined64,99315012,-684988,-6.849880e-03,1.015,1.016,1
B_salted,100000000,67,uniqCombined64,100228025,228025,2.280250e-03,0.92,0.922,1
B_salted,100000000,68,uniqCombined64,99968847,-31153,-3.115300e-04,0.797,0.797,1
B_salted,100000000,69,uniqCombined64,100178016,178016,1.780160e-03,1.011,1.0,1
B_salted,100000000,70,uniqCombined64,100131886,131886,1.318860e-03,0.797,0.812,1
B_salted,100000000,71,uniqCombined64,99905799,-94201,-9.420100e-04,0.875,0.875,1
B_salted,100000000,72,uniqCombined64,100705515,705515,7.055150e-03,0.865,0.86,1
B_salted,100000000,73,uniqCombined64,100078715,78715,7.871500e-04,0.792,0.796,1
B_salted,100000000,74,uniqCombined64,100292459,292459,2.924590e-03,0.792,0.782,1
B_salted,100000000,75,uniqCombined64,99728817,-271183,-2.711830e-03,0.837,0.843,1
B_salted,100000000,76,uniqCombined64,100273640,273640,2.736400e-03,0.828,0.829,1
B_salted,100000000,77,uniqCombined64,100321619,321619,3.216190e-03,0.809,0.812,1
B_salted,100000000,78,uniqCombined64,99799107,-200893,-2.008930e-03,0.817,0.813,1
B_salted,100000000,79,uniqCombined64,99725997,-274003,-2.740030e-03,0.813,0.812,1
B_salted,100000000,80,uniqCombined64,100047911,47911,4.791100e-04,0.828,0.828,1
B_salted,100000000,81,uniqCombined64,100074497,74497,7.449700e-04,0.891,0.891,1
B_salted,100000000,82,uniqCombined64,100209981,209981,2.099810e-03,0.82,0.812,1
B_salted,100000000,83,uniqCombined64,100676623,676623,6.766230e-03,0.801,0.813,1
B_salted,100000000,84,uniqCombined64,100041509,41509,4.150900e-04,0.818,0.812,1
B_salted,100000000,85,uniqCombined64,99951685,-48315,-4.831500e-04,0.821,0.828,1
B_salted,100000000,86,uniqCombined64,99451949,-548051,-5.480510e-03,0.777,0.766,1
B_salted,100000000,87,uniqCombined64,99914367,-85633,-8.563300e-04,0.841,0.844,1
B_salted,100000000,88,uniqCombined64,99597099,-402901,-4.029010e-03,0.815,0.812,1
B_salted,100000000,89,uniqCombined64,99979669,-20331,-2.033100e-04,0.856,0.86,1
B_salted,100000000,90,uniqCombined64,99906486,-93514,-9.351400e-04,0.819,0.828,1
B_salted,100000000,91,uniqCombined64,100274201,274201,2.742010e-03,0.807,0.797,1
B_salted,100000000,92,uniqCombined64,99992706,-7294,-7.294000e-05,0.799,0.797,1
B_salted,100000000,93,uniqCombined64,99932352,-67648,-6.764800e-04,0.789,0.796,1
B_salted,100000000,94,uniqCombined64,99339821,-660179,-6.601790e-03,0.82,0.813,1
B_salted,100000000,95,uniqCombined64,100255613,255613,2.556130e-03,0.775,0.781,1
B_salted,100000000,96,uniqCombined64,99866718,-133282,-1.332820e-03,0.787,0.781,1
B_salted,100000000,97,uniqCombined64,99962529,-37471,-3.747100e-04,0.753,0.75,1
B_salted,100000000,98,uniqCombined64,99606933,-393067,-3.930670e-03,0.757,0.766,1
B_salted,100000000,99,uniqCombined64,99997362,-2638,-2.638000e-05,0.775,0.781,1
B_salted,100000000,100,uniqCombined64,100251789,251789,2.517890e-03,0.812,0.797,1
B_salted,1000000000,1,uniqCombined64,999811331,-188669,-1.886690e-04,6.936,6.922,1
B_salted,1000000000,2,uniqCombined64,1000378167,378167,3.781670e-04,7.17,7.172,1
B_salted,1000000000,3,uniqCombined64,1000831255,831255,8.312550e-04,8.638,8.64,1
B_salted,1000000000,4,uniqCombined64,996078437,-3921563,-3.921563e-03,9.305,9.313,1
B_salted,1000000000,5,uniqCombined64,1002831384,2831384,2.831384e-03,7.067,7.062,1
B_salted,1000000000,6,uniqCombined64,1004855636,4855636,4.855636e-03,6.919,6.922,1
B_salted,1000000000,7,uniqCombined64,998117145,-1882855,-1.882855e-03,7.129,7.125,1
B_salted,1000000000,8,uniqCombined64,1000259328,259328,2.593280e-04,6.934,6.938,1
B_salted,1000000000,9,uniqCombined64,1003913269,3913269,3.913269e-03,7.045,7.046,1
B_salted,1000000000,10,uniqCombined64,999596155,-403845,-4.038450e-04,7.454,7.454,1
B_salted,1000000000,11,uniqCombined64,1002180545,2180545,2.180545e-03,8.648,8.64,1
B_salted,1000000000,12,uniqCombined64,1001468462,1468462,1.468462e-03,9.31,9.313,1
B_salted,1000000000,13,uniqCombined64,997671707,-2328293,-2.328293e-03,7.031,7.031,1
B_salted,1000000000,14,uniqCombined64,1004039958,4039958,4.039958e-03,6.931,6.937,1
B_salted,1000000000,15,uniqCombined64,999053872,-946128,-9.461280e-04,7.051,7.047,1
B_salted,1000000000,16,uniqCombined64,996990920,-3009080,-3.009080e-03,6.857,6.86,1
B_salted,1000000000,17,uniqCombined64,998429320,-1570680,-1.570680e-03,6.953,6.953,1
B_salted,1000000000,18,uniqCombined64,998773859,-1226141,-1.226141e-03,7.698,7.687,1
B_salted,1000000000,19,uniqCombined64,995512054,-4487946,-4.487946e-03,8.71,8.719,1
B_salted,1000000000,20,uniqCombined64,999723633,-276367,-2.763670e-04,9.035,9.031,1
B_salted,1000000000,21,uniqCombined64,996561697,-3438303,-3.438303e-03,7.326,7.328,1
B_salted,1000000000,22,uniqCombined64,998793232,-1206768,-1.206768e-03,7.163,7.157,1
B_salted,1000000000,23,uniqCombined64,1000863954,863954,8.639540e-04,7.219,7.218,1
B_salted,1000000000,24,uniqCombined64,998258102,-1741898,-1.741898e-03,6.955,6.969,1
B_salted,1000000000,25,uniqCombined64,1000469073,469073,4.690730e-04,7.038,7.031,1
B_salted,1000000000,26,uniqCombined64,997535138,-2464862,-2.464862e-03,7.66,7.657,1
B_salted,1000000000,27,uniqCombined64,999321219,-678781,-6.787810e-04,8.423,8.422,1
B_salted,1000000000,28,uniqCombined64,997347948,-2652052,-2.652052e-03,8.664,8.671,1
B_salted,1000000000,29,uniqCombined64,997855229,-2144771,-2.144771e-03,7.105,7.11,1
B_salted,1000000000,30,uniqCombined64,996447076,-3552924,-3.552924e-03,6.801,6.797,1
B_salted,10000000000,1,uniqCombined64,10004971354,4971354,4.971354e-04,73.281,73.281,1
B_salted,10000000000,2,uniqCombined64,10030966546,30966546,3.096655e-03,73.141,73.141,1
B_salted,10000000000,3,uniqCombined64,10089037363,89037363,8.903736e-03,75.806,75.812,1
